case_id,genes,expected_keywords,method,match_mode,top1_hit,top3_hit,top5_hit,top1_pathway,top3_pathways,top5_pathways,mean_top5_specificity
HRR_repair,BRCA2;PALB2;CHEK2,dna repair;dna double-strand break repair;homologous recombination;hrr;homology directed repair,GraphRAG-Gene full,strict,1,1,1,DNA Double-Strand Break Repair,DNA Double-Strand Break Repair | DNA Repair | Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,DNA Double-Strand Break Repair | DNA Repair | Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function | Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function | Defective homologous recombination repair (HRR) due to BRCA1 loss of function,1.0
Coagulation_cascade,F2;F5;F10,hemostasis;coagulation;thrombin;platelet,Overlap count only,strict,0,1,1,Common Pathway of Fibrin Clot Formation,Common Pathway of Fibrin Clot Formation | Formation of Fibrin Clot (Clotting Cascade) | Hemostasis,Common Pathway of Fibrin Clot Formation | Formation of Fibrin Clot (Clotting Cascade) | Hemostasis | Metabolism of proteins | Post-translational protein modification,0.95
Cholesterol_metabolism,LDLR;APOB;PCSK9,cholesterol;lipoprotein;metabolism of lipids;ldl,GraphRAG-Gene full,strict,1,1,1,LDL clearance,"LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance","LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance | Transport of small molecules | Cargo recognition for clathrin-mediated endocytosis",1.0
Cholesterol_metabolism,LDLR;APOB;PCSK9,cholesterol;lipoprotein;metabolism of lipids;ldl,No direct-relation bonus,strict,1,1,1,LDL clearance,"LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance","LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance | Transport of small molecules | Cargo recognition for clathrin-mediated endocytosis",1.0
Cholesterol_metabolism,LDLR;APOB;PCSK9,cholesterol;lipoprotein;metabolism of lipids;ldl,No specificity weighting,strict,1,1,1,LDL clearance,"LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance","LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance | Transport of small molecules | Cargo recognition for clathrin-mediated endocytosis",1.0
Cholesterol_metabolism,LDLR;APOB;PCSK9,cholesterol;lipoprotein;metabolism of lipids;ldl,Overlap count only,strict,1,1,1,LDL clearance,"LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance","LDL clearance | Plasma lipoprotein assembly, remodeling, and clearance | Plasma lipoprotein clearance | Transport of small molecules | Cargo recognition for clathrin-mediated endocytosis",1.0
Fatty_acid_metabolism,ACACA;FASN;CPT1A,fatty acid;lipid metabolism;beta-oxidation;metabolism of lipids,GraphRAG-Gene full,strict,1,1,1,Fatty acid metabolism,Fatty acid metabolism | Metabolism | Metabolism of lipids,Fatty acid metabolism | Metabolism | Metabolism of lipids | Fatty acyl-CoA biosynthesis | Regulation of cholesterol biosynthesis by SREBP (SREBF),0.91
Fatty_acid_metabolism,ACACA;FASN;CPT1A,fatty acid;lipid metabolism;beta-oxidation;metabolism of lipids,No direct-relation bonus,strict,1,1,1,Fatty acid metabolism,Fatty acid metabolism | Metabolism | Metabolism of lipids,Fatty acid metabolism | Metabolism | Metabolism of lipids | Fatty acyl-CoA biosynthesis | Regulation of cholesterol biosynthesis by SREBP (SREBF),0.91
Fatty_acid_metabolism,ACACA;FASN;CPT1A,fatty acid;lipid metabolism;beta-oxidation;metabolism of lipids,No specificity weighting,strict,1,1,1,Fatty acid metabolism,Fatty acid metabolism | Metabolism | Metabolism of lipids,Fatty acid metabolism | Metabolism | Metabolism of lipids | Activation of gene expression by SREBF (SREBP) | ChREBP activates metabolic gene expression,0.85
Fatty_acid_metabolism,ACACA;FASN;CPT1A,fatty acid;lipid metabolism;beta-oxidation;metabolism of lipids,Overlap count only,strict,1,1,1,Fatty acid metabolism,Fatty acid metabolism | Metabolism | Metabolism of lipids,Fatty acid metabolism | Metabolism | Metabolism of lipids | Activation of gene expression by SREBF (SREBP) | Carnitine metabolism,0.85
Glycolysis,HK1;PFKM;PKM,glycolysis;glucose metabolism;metabolism of carbohydrates,GraphRAG-Gene full,strict,1,1,1,Glycolysis,Glycolysis | Glucose metabolism | Metabolism,Glycolysis | Glucose metabolism | Metabolism | Metabolism of carbohydrates | Aerobic respiration and respiratory electron transport,0.91
Glycolysis,HK1;PFKM;PKM,glycolysis;glucose metabolism;metabolism of carbohydrates,No direct-relation bonus,strict,1,1,1,Glycolysis,Glycolysis | Glucose metabolism | Metabolism,Glycolysis | Glucose metabolism | Metabolism | Metabolism of carbohydrates | Aerobic respiration and respiratory electron transport,0.91
Glycolysis,HK1;PFKM;PKM,glycolysis;glucose metabolism;metabolism of carbohydrates,No specificity weighting,strict,1,1,1,Glucose metabolism,Glucose metabolism | Glycolysis | Metabolism,Glucose metabolism | Glycolysis | Metabolism | Metabolism of carbohydrates | Aerobic respiration and respiratory electron transport,0.91
Glycolysis,HK1;PFKM;PKM,glycolysis;glucose metabolism;metabolism of carbohydrates,Overlap count only,strict,1,1,1,Glucose metabolism,Glucose metabolism | Glycolysis | Metabolism,Glucose metabolism | Glycolysis | Metabolism | Metabolism of carbohydrates | Aerobic respiration and respiratory electron transport,0.91
Urea_cycle,CPS1;OTC;ASS1,urea cycle;amino acid metabolism;nitrogen metabolism,GraphRAG-Gene full,strict,1,1,1,Urea cycle,Urea cycle | Metabolism | Metabolism of amino acids and derivatives,Urea cycle | Metabolism | Metabolism of amino acids and derivatives | Mitochondrial protein import | Protein localization,0.94
Urea_cycle,CPS1;OTC;ASS1,urea cycle;amino acid metabolism;nitrogen metabolism,No direct-relation bonus,strict,1,1,1,Urea cycle,Urea cycle | Metabolism | Metabolism of amino acids and derivatives,Urea cycle | Metabolism | Metabolism of amino acids and derivatives | Mitochondrial protein import | Protein localization,0.94
Urea_cycle,CPS1;OTC;ASS1,urea cycle;amino acid metabolism;nitrogen metabolism,No specificity weighting,strict,0,1,1,Metabolism,Metabolism | Metabolism of amino acids and derivatives | Urea cycle,Metabolism | Metabolism of amino acids and derivatives | Urea cycle | Mitochondrial protein import | Protein localization,0.94
Urea_cycle,CPS1;OTC;ASS1,urea cycle;amino acid metabolism;nitrogen metabolism,Overlap count only,strict,0,1,1,Metabolism,Metabolism | Metabolism of amino acids and derivatives | Urea cycle,Metabolism | Metabolism of amino acids and derivatives | Urea cycle | Mitochondrial protein import | Protein localization,0.94
Autophagy,ATG5;BECN1;MAP1LC3B,autophagy;macroautophagy;cellular responses to stress,GraphRAG-Gene full,strict,1,1,1,Autophagy,Autophagy | Macroautophagy | Early SARS-CoV-2 Infection Events,Autophagy | Macroautophagy | Early SARS-CoV-2 Infection Events | Immune System | Mitophagy,1.0
Autophagy,ATG5;BECN1;MAP1LC3B,autophagy;macroautophagy;cellular responses to stress,No direct-relation bonus,strict,1,1,1,Autophagy,Autophagy | Macroautophagy | Early SARS-CoV-2 Infection Events,Autophagy | Macroautophagy | Early SARS-CoV-2 Infection Events | Immune System | Mitophagy,1.0
Autophagy,ATG5;BECN1;MAP1LC3B,autophagy;macroautophagy;cellular responses to stress,No specificity weighting,strict,1,1,1,Autophagy,Autophagy | Macroautophagy | Disease,Autophagy | Macroautophagy | Disease | Early SARS-CoV-2 Infection Events | Immune System,0.97
Autophagy,ATG5;BECN1;MAP1LC3B,autophagy;macroautophagy;cellular responses to stress,Overlap count only,strict,1,1,1,Autophagy,Autophagy | Macroautophagy | Disease,Autophagy | Macroautophagy | Disease | Early SARS-CoV-2 Infection Events | Immune System,0.97
ER_stress_UPR,ERN1;ATF6;EIF2AK3,unfolded protein response;er stress;perk;ire1;atf6,GraphRAG-Gene full,strict,1,1,1,Unfolded Protein Response (UPR),Unfolded Protein Response (UPR) | Cellular responses to stimuli | Cellular responses to stress,Unfolded Protein Response (UPR) | Cellular responses to stimuli | Cellular responses to stress | PERK regulates gene expression | ALK mutants bind TKIs,0.85
ER_stress_UPR,ERN1;ATF6;EIF2AK3,unfolded protein response;er stress;perk;ire1;atf6,No direct-relation bonus,strict,1,1,1,Unfolded Protein Response (UPR),Unfolded Protein Response (UPR) | Cellular responses to stimuli | Cellular responses to stress,Unfolded Protein Response (UPR) | Cellular responses to stimuli | Cellular responses to stress | PERK regulates gene expression | ALK mutants bind TKIs,0.85
ER_stress_UPR,ERN1;ATF6;EIF2AK3,unfolded protein response;er stress;perk;ire1;atf6,No specificity weighting,strict,0,1,1,Cellular responses to stimuli,Cellular responses to stimuli | Cellular responses to stress | Unfolded Protein Response (UPR),Cellular responses to stimuli | Cellular responses to stress | Unfolded Protein Response (UPR) | PERK regulates gene expression | ALK mutants bind TKIs,0.85
ER_stress_UPR,ERN1;ATF6;EIF2AK3,unfolded protein response;er stress;perk;ire1;atf6,Overlap count only,strict,0,1,1,Cellular responses to stimuli,Cellular responses to stimuli | Cellular responses to stress | Unfolded Protein Response (UPR),Cellular responses to stimuli | Cellular responses to stress | Unfolded Protein Response (UPR) | PERK regulates gene expression | ALK mutants bind TKIs,0.85
mTOR_signaling,MTOR;RPTOR;RICTOR,mtor;mtorc1;mtorc2;pi3k;akt,GraphRAG-Gene full,strict,0,1,1,Intracellular signaling by second messengers,Intracellular signaling by second messengers | PIP3 activates AKT signaling | Generic Transcription Pathway,Intracellular signaling by second messengers | PIP3 activates AKT signaling | Generic Transcription Pathway | RNA Polymerase II Transcription | Signal Transduction,0.91
mTOR_signaling,MTOR;RPTOR;RICTOR,mtor;mtorc1;mtorc2;pi3k;akt,No direct-relation bonus,strict,0,1,1,Intracellular signaling by second messengers,Intracellular signaling by second messengers | PIP3 activates AKT signaling | Generic Transcription Pathway,Intracellular signaling by second messengers | PIP3 activates AKT signaling | Generic Transcription Pathway | RNA Polymerase II Transcription | Signal Transduction,0.91
mTOR_signaling,MTOR;RPTOR;RICTOR,mtor;mtorc1;mtorc2;pi3k;akt,No specificity weighting,strict,0,0,1,Gene expression (Transcription),Gene expression (Transcription) | Generic Transcription Pathway | Intracellular signaling by second messengers,Gene expression (Transcription) | Generic Transcription Pathway | Intracellular signaling by second messengers | PIP3 activates AKT signaling | RNA Polymerase II Transcription,0.88
mTOR_signaling,MTOR;RPTOR;RICTOR,mtor;mtorc1;mtorc2;pi3k;akt,Overlap count only,strict,0,0,1,Gene expression (Transcription),Gene expression (Transcription) | Generic Transcription Pathway | Intracellular signaling by second messengers,Gene expression (Transcription) | Generic Transcription Pathway | Intracellular signaling by second messengers | PIP3 activates AKT signaling | RNA Polymerase II Transcription,0.88
VEGF_signaling,VEGFA;KDR;FLT1,vegf;vascular endothelial growth factor;angiogenesis;receptor tyrosine kinases,GraphRAG-Gene full,strict,1,1,1,Signaling by Receptor Tyrosine Kinases,Signaling by Receptor Tyrosine Kinases | Signaling by VEGF | VEGF binds to VEGFR leading to receptor dimerization,Signaling by Receptor Tyrosine Kinases | Signaling by VEGF | VEGF binds to VEGFR leading to receptor dimerization | VEGF ligand-receptor interactions | Signal Transduction,0.97
VEGF_signaling,VEGFA;KDR;FLT1,vegf;vascular endothelial growth factor;angiogenesis;receptor tyrosine kinases,No direct-relation bonus,strict,1,1,1,Signaling by Receptor Tyrosine Kinases,Signaling by Receptor Tyrosine Kinases | Signaling by VEGF | VEGF binds to VEGFR leading to receptor dimerization,Signaling by Receptor Tyrosine Kinases | Signaling by VEGF | VEGF binds to VEGFR leading to receptor dimerization | VEGF ligand-receptor interactions | Signal Transduction,0.97
VEGF_signaling,VEGFA;KDR;FLT1,vegf;vascular endothelial growth factor;angiogenesis;receptor tyrosine kinases,No specificity weighting,strict,0,1,1,Signal Transduction,Signal Transduction | Signaling by Receptor Tyrosine Kinases | Signaling by VEGF,Signal Transduction | Signaling by Receptor Tyrosine Kinases | Signaling by VEGF | VEGF binds to VEGFR leading to receptor dimerization | VEGF ligand-receptor interactions,0.97
VEGF_signaling,VEGFA;KDR;FLT1,vegf;vascular endothelial growth factor;angiogenesis;receptor tyrosine kinases,Overlap count only,strict,0,1,1,Signal Transduction,Signal Transduction | Signaling by Receptor Tyrosine Kinases | Signaling by VEGF,Signal Transduction | Signaling by Receptor Tyrosine Kinases | Signaling by VEGF | VEGF binds to VEGFR leading to receptor dimerization | VEGF ligand-receptor interactions,0.97
Integrin_signaling,ITGA5;ITGB1;FN1,integrin;extracellular matrix;ecm;cell adhesion,GraphRAG-Gene full,strict,0,1,1,Cell surface interactions at the vascular wall,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization | Fibronectin matrix formation | G alpha (s) signalling events,1.0
Integrin_signaling,ITGA5;ITGB1;FN1,integrin;extracellular matrix;ecm;cell adhesion,No direct-relation bonus,strict,0,1,1,Cell surface interactions at the vascular wall,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization | Fibronectin matrix formation | G alpha (s) signalling events,1.0
Integrin_signaling,ITGA5;ITGB1;FN1,integrin;extracellular matrix;ecm;cell adhesion,No specificity weighting,strict,0,1,1,Cell surface interactions at the vascular wall,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization | Fibronectin matrix formation | G alpha (s) signalling events,1.0
Integrin_signaling,ITGA5;ITGB1;FN1,integrin;extracellular matrix;ecm;cell adhesion,Overlap count only,strict,0,1,1,Cell surface interactions at the vascular wall,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization,Cell surface interactions at the vascular wall | Elastic fibre formation | Extracellular matrix organization | Fibronectin matrix formation | G alpha (s) signalling events,1.0
ECM_organization,COL1A1;COL1A2;MMP2,extracellular matrix organization;ecm;collagen;matrix metalloproteinase,GraphRAG-Gene full,strict,1,1,1,Collagen degradation,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization | Immune System | Signal Transduction,0.97
ECM_organization,COL1A1;COL1A2;MMP2,extracellular matrix organization;ecm;collagen;matrix metalloproteinase,No direct-relation bonus,strict,1,1,1,Collagen degradation,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization | Immune System | Signal Transduction,0.97
ECM_organization,COL1A1;COL1A2;MMP2,extracellular matrix organization;ecm;collagen;matrix metalloproteinase,No specificity weighting,strict,1,1,1,Collagen degradation,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization | Immune System | Signal Transduction,0.97
ECM_organization,COL1A1;COL1A2;MMP2,extracellular matrix organization;ecm;collagen;matrix metalloproteinase,Overlap count only,strict,1,1,1,Collagen degradation,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization,Collagen degradation | Degradation of the extracellular matrix | Extracellular matrix organization | Immune System | Signal Transduction,0.97
Chromatin_modification,EZH2;SUZ12;EED,chromatin;prc2;polycomb;histone methylation;epigenetic,GraphRAG-Gene full,strict,0,0,1,Activation of anterior HOX genes in hindbrain development during early embryogenesis,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular Senescence,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular Senescence | Chromatin modifying enzymes | Chromatin organization,1.0
Chromatin_modification,EZH2;SUZ12;EED,chromatin;prc2;polycomb;histone methylation;epigenetic,No direct-relation bonus,strict,0,0,1,Activation of anterior HOX genes in hindbrain development during early embryogenesis,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular Senescence,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular Senescence | Chromatin modifying enzymes | Chromatin organization,1.0
Chromatin_modification,EZH2;SUZ12;EED,chromatin;prc2;polycomb;histone methylation;epigenetic,No specificity weighting,strict,0,0,0,Activation of anterior HOX genes in hindbrain development during early embryogenesis,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular responses to stimuli,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular responses to stimuli | Cellular responses to stress | Cellular Senescence,0.88
Chromatin_modification,EZH2;SUZ12;EED,chromatin;prc2;polycomb;histone methylation;epigenetic,Overlap count only,strict,0,0,0,Activation of anterior HOX genes in hindbrain development during early embryogenesis,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular responses to stimuli,Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cellular responses to stimuli | Cellular responses to stress | Cellular Senescence,0.88
RNA_polymerase_II,POLR2A;POLR2B;POLR2C,rna polymerase ii;transcription;gene expression,GraphRAG-Gene full,strict,0,0,0,Abortive elongation of HIV-1 transcript in the absence of Tat,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cell Cycle | Chromosome Maintenance,1.0
RNA_polymerase_II,POLR2A;POLR2B;POLR2C,rna polymerase ii;transcription;gene expression,No direct-relation bonus,strict,0,0,0,Abortive elongation of HIV-1 transcript in the absence of Tat,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cell Cycle | Chromosome Maintenance,1.0
RNA_polymerase_II,POLR2A;POLR2B;POLR2C,rna polymerase ii;transcription;gene expression,No specificity weighting,strict,0,0,0,Abortive elongation of HIV-1 transcript in the absence of Tat,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cell Cycle | Chromosome Maintenance,1.0
RNA_polymerase_II,POLR2A;POLR2B;POLR2C,rna polymerase ii;transcription;gene expression,Overlap count only,strict,0,0,0,Abortive elongation of HIV-1 transcript in the absence of Tat,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation,Abortive elongation of HIV-1 transcript in the absence of Tat | Activation of anterior HOX genes in hindbrain development during early embryogenesis | Activation of HOX genes during differentiation | Cell Cycle | Chromosome Maintenance,1.0
Translation_initiation,EIF4E;EIF4G1;EIF2S1,translation;eukaryotic translation initiation;eif2;eif4,GraphRAG-Gene full,strict,0,1,1,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation | Cytokine Signaling in Immune system | Eukaryotic Translation Initiation",1.0
Translation_initiation,EIF4E;EIF4G1;EIF2S1,translation;eukaryotic translation initiation;eif2;eif4,No direct-relation bonus,strict,0,1,1,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation | Cytokine Signaling in Immune system | Eukaryotic Translation Initiation",1.0
Translation_initiation,EIF4E;EIF4G1;EIF2S1,translation;eukaryotic translation initiation;eif2;eif4,No specificity weighting,strict,0,1,1,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation | Cytokine Signaling in Immune system | Eukaryotic Translation Initiation",1.0
Translation_initiation,EIF4E;EIF4G1;EIF2S1,translation;eukaryotic translation initiation;eif2;eif4,Overlap count only,strict,0,1,1,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | Antiviral mechanism by IFN-stimulated genes | Cap-dependent Translation Initiation | Cytokine Signaling in Immune system | Eukaryotic Translation Initiation",1.0
Proteasome_degradation,PSMA1;PSMB5;PSMC1,proteasome;protein degradation;ubiquitin;metabolism of proteins,GraphRAG-Gene full,strict,0,0,0,ABC transporter disorders,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins | Activation of NF-kappaB in B cells | Adaptive Immune System,1.0
Proteasome_degradation,PSMA1;PSMB5;PSMC1,proteasome;protein degradation;ubiquitin;metabolism of proteins,No direct-relation bonus,strict,0,0,0,ABC transporter disorders,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins | Activation of NF-kappaB in B cells | Adaptive Immune System,1.0
Proteasome_degradation,PSMA1;PSMB5;PSMC1,proteasome;protein degradation;ubiquitin;metabolism of proteins,No specificity weighting,strict,0,0,0,ABC transporter disorders,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins | Activation of NF-kappaB in B cells | Adaptive Immune System,1.0
Proteasome_degradation,PSMA1;PSMB5;PSMC1,proteasome;protein degradation;ubiquitin;metabolism of proteins,Overlap count only,strict,0,0,0,ABC transporter disorders,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,ABC transporter disorders | ABC-family proteins mediated transport | Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins | Activation of NF-kappaB in B cells | Adaptive Immune System,1.0
DNA_replication,MCM2;MCM4;PCNA,dna replication;mcm;synthesis of dna;cell cycle,GraphRAG-Gene full,strict,1,1,1,Cell Cycle,"Cell Cycle | Cell Cycle, Mitotic | DNA Replication","Cell Cycle | Cell Cycle, Mitotic | DNA Replication | DNA strand elongation | G1/S Transition",1.0
DNA_replication,MCM2;MCM4;PCNA,dna replication;mcm;synthesis of dna;cell cycle,No direct-relation bonus,strict,1,1,1,Cell Cycle,"Cell Cycle | Cell Cycle, Mitotic | DNA Replication","Cell Cycle | Cell Cycle, Mitotic | DNA Replication | DNA strand elongation | G1/S Transition",1.0
DNA_replication,MCM2;MCM4;PCNA,dna replication;mcm;synthesis of dna;cell cycle,No specificity weighting,strict,1,1,1,Cell Cycle,"Cell Cycle | Cell Cycle, Mitotic | DNA Replication","Cell Cycle | Cell Cycle, Mitotic | DNA Replication | DNA strand elongation | G1/S Transition",1.0
DNA_replication,MCM2;MCM4;PCNA,dna replication;mcm;synthesis of dna;cell cycle,Overlap count only,strict,1,1,1,Cell Cycle,"Cell Cycle | Cell Cycle, Mitotic | DNA Replication","Cell Cycle | Cell Cycle, Mitotic | DNA Replication | DNA strand elongation | G1/S Transition",1.0
Mismatch_repair,MLH1;MSH2;MSH6,mismatch repair;dna repair;msh;mlh,GraphRAG-Gene full,strict,1,1,1,DNA Repair,DNA Repair | Mismatch Repair | Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),DNA Repair | Mismatch Repair | Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) | Disease | Diseases of DNA repair,0.91
Mismatch_repair,MLH1;MSH2;MSH6,mismatch repair;dna repair;msh;mlh,No direct-relation bonus,strict,1,1,1,DNA Repair,DNA Repair | Mismatch Repair | Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),DNA Repair | Mismatch Repair | Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) | Disease | Diseases of DNA repair,0.91
Mismatch_repair,MLH1;MSH2;MSH6,mismatch repair;dna repair;msh;mlh,No specificity weighting,strict,0,1,1,Disease,Disease | Diseases of DNA repair | Diseases of Mismatch Repair (MMR),Disease | Diseases of DNA repair | Diseases of Mismatch Repair (MMR) | DNA Repair | Mismatch Repair,0.85
Mismatch_repair,MLH1;MSH2;MSH6,mismatch repair;dna repair;msh;mlh,Overlap count only,strict,0,1,1,Disease,Disease | Diseases of DNA repair | Diseases of Mismatch Repair (MMR),Disease | Diseases of DNA repair | Diseases of Mismatch Repair (MMR) | DNA Repair | Mismatch Repair,0.85
Base_excision_repair,OGG1;APE1;XRCC1,base excision repair;dna repair;ber;xrcc1,GraphRAG-Gene full,strict,0,1,1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair | Resolution of Abasic Sites (AP sites) | Base-Excision Repair, AP Site Formation",1.0
Base_excision_repair,OGG1;APE1;XRCC1,base excision repair;dna repair;ber;xrcc1,No direct-relation bonus,strict,0,1,1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair | Resolution of Abasic Sites (AP sites) | Base-Excision Repair, AP Site Formation",1.0
Base_excision_repair,OGG1;APE1;XRCC1,base excision repair;dna repair;ber;xrcc1,No specificity weighting,strict,0,1,1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair | Resolution of Abasic Sites (AP sites) | Base-Excision Repair, AP Site Formation",1.0
Base_excision_repair,OGG1;APE1;XRCC1,base excision repair;dna repair;ber;xrcc1,Overlap count only,strict,0,1,1,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | Base Excision Repair | DNA Repair | Resolution of Abasic Sites (AP sites) | Base-Excision Repair, AP Site Formation",1.0
