case_id,method,rank,pathway,matched_genes,score,specificity,match_mode,is_expected_hit
TGF_beta,Gene-only retrieval,5,Downregulation of TGF-beta receptor signaling,SMAD2;SMAD3;TGFB1,3.0,1.0,synonym,1
TGF_beta,Gene-only retrieval,6,Signal Transduction,SMAD2;SMAD3;TGFB1,3.0,0.85,synonym,0
TGF_beta,Gene-only retrieval,7,Cell Cycle,SMAD2;SMAD3,2.0,1.0,synonym,0
TGF_beta,Gene-only retrieval,8,Cytokine Signaling in Immune system,SMAD3;TGFB1,2.0,1.0,synonym,0
TGF_beta,Gene-only retrieval,9,Downregulation of SMAD2/3:SMAD4 transcriptional activity,SMAD2;SMAD3,2.0,0.85,synonym,1
TGF_beta,Gene-only retrieval,10,FOXO-mediated transcription,SMAD2;SMAD3,2.0,0.85,synonym,0
TGF_beta,Pathway-only retrieval,1,Deubiquitination,SMAD2;SMAD3;TGFB1,3.0,1.0,synonym,0
TGF_beta,Pathway-only retrieval,2,Developmental Biology,SMAD2;SMAD3;TGFB1,3.0,0.85,synonym,0
TGF_beta,Pathway-only retrieval,3,Disease,SMAD2;SMAD3;TGFB1,3.0,0.85,synonym,0
TGF_beta,Pathway-only retrieval,4,Diseases of signal transduction by growth factor receptors and second messengers,SMAD2;SMAD3;TGFB1,3.0,0.55,synonym,0
TGF_beta,Pathway-only retrieval,5,Downregulation of TGF-beta receptor signaling,SMAD2;SMAD3;TGFB1,3.0,1.0,synonym,1
TGF_beta,Pathway-only retrieval,6,Gene expression (Transcription),SMAD2;SMAD3;TGFB1,3.0,0.7,synonym,0
TGF_beta,Pathway-only retrieval,7,Generic Transcription Pathway,SMAD2;SMAD3;TGFB1,3.0,0.85,synonym,0
TGF_beta,Pathway-only retrieval,8,Loss of Function of SMAD2/3 in Cancer,SMAD2;SMAD3;TGFB1,3.0,1.0,synonym,1
TGF_beta,Pathway-only retrieval,9,Loss of Function of TGFBR1 in Cancer,SMAD2;SMAD3;TGFB1,3.0,1.0,synonym,1
TGF_beta,Pathway-only retrieval,10,Metabolism of proteins,SMAD2;SMAD3;TGFB1,3.0,0.85,synonym,0
TGF_beta,GraphRAG-Gene,1,Deubiquitination,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,0
TGF_beta,GraphRAG-Gene,2,Downregulation of TGF-beta receptor signaling,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
TGF_beta,GraphRAG-Gene,3,Loss of Function of SMAD2/3 in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
TGF_beta,GraphRAG-Gene,4,Loss of Function of TGFBR1 in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
TGF_beta,GraphRAG-Gene,5,Post-translational protein modification,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,0
TGF_beta,GraphRAG-Gene,6,Signaling by TGF-beta Receptor Complex,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
TGF_beta,GraphRAG-Gene,7,Signaling by TGF-beta Receptor Complex in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
TGF_beta,GraphRAG-Gene,8,Signaling by TGFB family members,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
TGF_beta,GraphRAG-Gene,9,SMAD2/3 Phosphorylation Motif Mutants in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
TGF_beta,GraphRAG-Gene,10,TGF-beta receptor signaling activates SMADs,SMAD2;SMAD3;TGFB1,31.75,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,1,Activated NOTCH1 Transmits Signal to the Nucleus,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,2,Constitutive Signaling by NOTCH1 HD Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,4,Constitutive Signaling by NOTCH1 PEST Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,5,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,6,Signaling by NOTCH,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,7,Signaling by NOTCH1,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,8,Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Gene-only retrieval,9,Developmental Biology,JAG1;NOTCH1,2.0,0.85,synonym,0
NOTCH_signaling,Gene-only retrieval,10,Disease,DLL4;JAG1,2.0,0.85,synonym,0
NOTCH_signaling,Pathway-only retrieval,1,Activated NOTCH1 Transmits Signal to the Nucleus,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Pathway-only retrieval,2,Constitutive Signaling by NOTCH1 HD Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Pathway-only retrieval,3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Pathway-only retrieval,4,Constitutive Signaling by NOTCH1 PEST Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Pathway-only retrieval,5,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Pathway-only retrieval,6,Disease,DLL4;JAG1;NOTCH1,3.0,0.85,synonym,0
NOTCH_signaling,Pathway-only retrieval,7,Diseases of signal transduction by growth factor receptors and second messengers,DLL4;JAG1;NOTCH1,3.0,0.55,synonym,0
NOTCH_signaling,Pathway-only retrieval,8,Signal Transduction,DLL4;JAG1;NOTCH1,3.0,0.85,synonym,0
NOTCH_signaling,Pathway-only retrieval,9,Signaling by NOTCH,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,Pathway-only retrieval,10,Signaling by NOTCH1,DLL4;JAG1;NOTCH1,3.0,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,1,Activated NOTCH1 Transmits Signal to the Nucleus,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,2,Constitutive Signaling by NOTCH1 HD Domain Mutants,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,4,Constitutive Signaling by NOTCH1 PEST Domain Mutants,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,5,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,6,Signaling by NOTCH,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,7,Signaling by NOTCH1,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,8,Signaling by NOTCH1 HD Domain Mutants in Cancer,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,9,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
NOTCH_signaling,GraphRAG-Gene,10,Signaling by NOTCH1 in Cancer,DLL4;JAG1;NOTCH1,31.5,1.0,synonym,1
TP53_pathway,Gene-only retrieval,1,Cell Cycle,CDKN1A;MDM2;TP53,3.0,1.0,synonym,0
TP53_pathway,Gene-only retrieval,2,Cell Cycle Checkpoints,CDKN1A;MDM2;TP53,3.0,1.0,synonym,1
TP53_pathway,Gene-only retrieval,3,AKT phosphorylates targets in the cytosol,CDKN1A;MDM2,2.0,1.0,synonym,0
TP53_pathway,Gene-only retrieval,4,"Cell Cycle, Mitotic",CDKN1A;TP53,2.0,1.0,synonym,0
TP53_pathway,Gene-only retrieval,5,Cellular responses to stimuli,CDKN1A;MDM2,2.0,0.7,synonym,0
TP53_pathway,Gene-only retrieval,6,Cellular responses to stress,CDKN1A;MDM2,2.0,0.7,synonym,0
TP53_pathway,Gene-only retrieval,7,Cellular Senescence,CDKN1A;MDM2,2.0,1.0,synonym,0
TP53_pathway,Gene-only retrieval,8,Aberrant regulation of mitotic cell cycle due to RB1 defects,CDKN1A,1.0,1.0,synonym,0
TP53_pathway,Gene-only retrieval,9,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,CDKN1A,1.0,1.0,synonym,0
TP53_pathway,Gene-only retrieval,10,Activation of BH3-only proteins,TP53,1.0,1.0,synonym,0
TP53_pathway,Pathway-only retrieval,1,Cell Cycle,CDKN1A;MDM2;TP53,3.0,1.0,synonym,0
TP53_pathway,Pathway-only retrieval,2,Cell Cycle Checkpoints,CDKN1A;MDM2;TP53,3.0,1.0,synonym,1
TP53_pathway,Pathway-only retrieval,3,Cellular responses to stimuli,CDKN1A;MDM2;TP53,3.0,0.7,synonym,0
TP53_pathway,Pathway-only retrieval,4,Cellular responses to stress,CDKN1A;MDM2;TP53,3.0,0.7,synonym,0
TP53_pathway,Pathway-only retrieval,5,Cellular Senescence,CDKN1A;MDM2;TP53,3.0,1.0,synonym,0
TP53_pathway,Pathway-only retrieval,6,Disease,CDKN1A;MDM2;TP53,3.0,0.85,synonym,0
TP53_pathway,Pathway-only retrieval,7,Diseases of signal transduction by growth factor receptors and second messengers,CDKN1A;MDM2;TP53,3.0,0.55,synonym,0
TP53_pathway,Pathway-only retrieval,8,G1/S DNA Damage Checkpoints,CDKN1A;MDM2;TP53,3.0,1.0,synonym,1
TP53_pathway,Pathway-only retrieval,9,Gene expression (Transcription),CDKN1A;MDM2;TP53,3.0,0.7,synonym,0
TP53_pathway,Pathway-only retrieval,10,Generic Transcription Pathway,CDKN1A;MDM2;TP53,3.0,0.85,synonym,0
TP53_pathway,GraphRAG-Gene,1,Cell Cycle,CDKN1A;MDM2;TP53,31.75,1.0,synonym,0
TP53_pathway,GraphRAG-Gene,2,Cell Cycle Checkpoints,CDKN1A;MDM2;TP53,31.75,1.0,synonym,1
TP53_pathway,GraphRAG-Gene,3,Cellular Senescence,CDKN1A;MDM2;TP53,31.75,1.0,synonym,0
TP53_pathway,GraphRAG-Gene,4,G1/S DNA Damage Checkpoints,CDKN1A;MDM2;TP53,31.75,1.0,synonym,1
TP53_pathway,GraphRAG-Gene,5,Intracellular signaling by second messengers,CDKN1A;MDM2;TP53,31.75,1.0,synonym,0
TP53_pathway,GraphRAG-Gene,6,p53-Dependent G1 DNA Damage Response,CDKN1A;MDM2;TP53,31.75,1.0,synonym,1
TP53_pathway,GraphRAG-Gene,7,p53-Dependent G1/S DNA damage checkpoint,CDKN1A;MDM2;TP53,31.75,1.0,synonym,1
TP53_pathway,GraphRAG-Gene,8,PIP3 activates AKT signaling,CDKN1A;MDM2;TP53,31.75,1.0,synonym,0
TP53_pathway,GraphRAG-Gene,9,Post-translational protein modification,CDKN1A;MDM2;TP53,31.75,1.0,synonym,0
TP53_pathway,GraphRAG-Gene,10,Signaling by ALK fusions and activated point mutants,CDKN1A;MDM2;TP53,31.75,1.0,synonym,0
EGFR_signaling,Gene-only retrieval,1,Axon guidance,EGFR;ERBB2;GRB2,3.0,1.0,synonym,0
EGFR_signaling,Gene-only retrieval,2,Constitutive Signaling by Aberrant PI3K in Cancer,EGFR;ERBB2,2.0,1.0,synonym,0
EGFR_signaling,Gene-only retrieval,3,Developmental Biology,EGFR;ERBB2,2.0,0.85,synonym,0
EGFR_signaling,Gene-only retrieval,4,Disease,EGFR;ERBB2,2.0,0.85,synonym,0
EGFR_signaling,Gene-only retrieval,5,Diseases of signal transduction by growth factor receptors and second messengers,EGFR;ERBB2,2.0,0.55,synonym,0
EGFR_signaling,Gene-only retrieval,6,Downregulation of ERBB2 signaling,EGFR;ERBB2,2.0,1.0,synonym,1
EGFR_signaling,Gene-only retrieval,7,Signal Transduction,EGFR;ERBB2,2.0,0.85,synonym,0
EGFR_signaling,Gene-only retrieval,8,Activated NTRK2 signals through FRS2 and FRS3,GRB2,1.0,1.0,synonym,0
EGFR_signaling,Gene-only retrieval,9,Activated NTRK2 signals through PI3K,GRB2,1.0,1.0,synonym,0
EGFR_signaling,Gene-only retrieval,10,Activated NTRK2 signals through RAS,GRB2,1.0,1.0,synonym,0
EGFR_signaling,Pathway-only retrieval,1,Axon guidance,EGFR;ERBB2;GRB2,3.0,1.0,synonym,0
EGFR_signaling,Pathway-only retrieval,2,Constitutive Signaling by Aberrant PI3K in Cancer,EGFR;ERBB2;GRB2,3.0,1.0,synonym,0
EGFR_signaling,Pathway-only retrieval,3,Developmental Biology,EGFR;ERBB2;GRB2,3.0,0.85,synonym,0
EGFR_signaling,Pathway-only retrieval,4,Disease,EGFR;ERBB2;GRB2,3.0,0.85,synonym,0
EGFR_signaling,Pathway-only retrieval,5,Diseases of signal transduction by growth factor receptors and second messengers,EGFR;ERBB2;GRB2,3.0,0.55,synonym,0
EGFR_signaling,Pathway-only retrieval,6,GRB2 events in ERBB2 signaling,EGFR;ERBB2;GRB2,3.0,1.0,synonym,1
EGFR_signaling,Pathway-only retrieval,7,Intracellular signaling by second messengers,EGFR;ERBB2;GRB2,3.0,1.0,synonym,0
EGFR_signaling,Pathway-only retrieval,8,MAPK family signaling cascades,EGFR;ERBB2;GRB2,3.0,1.0,synonym,0
EGFR_signaling,Pathway-only retrieval,9,MAPK1/MAPK3 signaling,EGFR;ERBB2;GRB2,3.0,1.0,synonym,0
EGFR_signaling,Pathway-only retrieval,10,Negative regulation of the PI3K/AKT network,EGFR;ERBB2;GRB2,3.0,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,1,Axon guidance,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,2,Constitutive Signaling by Aberrant PI3K in Cancer,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,3,GRB2 events in ERBB2 signaling,EGFR;ERBB2;GRB2,31.75,1.0,synonym,1
EGFR_signaling,GraphRAG-Gene,4,Intracellular signaling by second messengers,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,5,MAPK family signaling cascades,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,6,MAPK1/MAPK3 signaling,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,7,Negative regulation of the PI3K/AKT network,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,8,Nervous system development,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
EGFR_signaling,GraphRAG-Gene,9,PI3K events in ERBB2 signaling,EGFR;ERBB2;GRB2,31.75,1.0,synonym,1
EGFR_signaling,GraphRAG-Gene,10,PI3K/AKT Signaling in Cancer,EGFR;ERBB2;GRB2,31.75,1.0,synonym,0
Interferon_signaling,Gene-only retrieval,1,Cytokine Signaling in Immune system,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,1
Interferon_signaling,Gene-only retrieval,2,Disease,IFNA1;IFNB1;STAT1,3.0,0.85,synonym,0
Interferon_signaling,Gene-only retrieval,3,Immune System,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,0
Interferon_signaling,Gene-only retrieval,4,DDX58/IFIH1-mediated induction of interferon-alpha/beta,IFNA1;IFNB1,2.0,1.0,synonym,1
Interferon_signaling,Gene-only retrieval,5,Evasion by RSV of host interferon responses,IFNA1;IFNB1,2.0,1.0,synonym,1
Interferon_signaling,Gene-only retrieval,6,Factors involved in megakaryocyte development and platelet production,IFNA1;IFNB1,2.0,1.0,synonym,0
Interferon_signaling,Gene-only retrieval,7,Hemostasis,IFNA1;IFNB1,2.0,1.0,synonym,0
Interferon_signaling,Gene-only retrieval,8,Antiviral mechanism by IFN-stimulated genes,STAT1,1.0,1.0,synonym,0
Interferon_signaling,Gene-only retrieval,9,Cellular responses to stimuli,IFNB1,1.0,0.7,synonym,0
Interferon_signaling,Gene-only retrieval,10,Cellular responses to stress,IFNB1,1.0,0.7,synonym,0
Interferon_signaling,Pathway-only retrieval,1,Cytokine Signaling in Immune system,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,1
Interferon_signaling,Pathway-only retrieval,2,Disease,IFNA1;IFNB1;STAT1,3.0,0.85,synonym,0
Interferon_signaling,Pathway-only retrieval,3,Immune System,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,0
Interferon_signaling,Pathway-only retrieval,4,Infectious disease,IFNA1;IFNB1;STAT1,3.0,0.85,synonym,0
Interferon_signaling,Pathway-only retrieval,5,Interferon alpha/beta signaling,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,1
Interferon_signaling,Pathway-only retrieval,6,Interferon Signaling,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,1
Interferon_signaling,Pathway-only retrieval,7,Regulation of IFNA/IFNB signaling,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,0
Interferon_signaling,Pathway-only retrieval,8,SARS-CoV Infections,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,0
Interferon_signaling,Pathway-only retrieval,9,SARS-CoV-2 activates/modulates innate and adaptive immune responses,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,0
Interferon_signaling,Pathway-only retrieval,10,SARS-CoV-2 Infection,IFNA1;IFNB1;STAT1,3.0,1.0,synonym,0
Interferon_signaling,GraphRAG-Gene,1,Cytokine Signaling in Immune system,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,1
Interferon_signaling,GraphRAG-Gene,2,Immune System,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,0
Interferon_signaling,GraphRAG-Gene,3,Interferon alpha/beta signaling,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,1
Interferon_signaling,GraphRAG-Gene,4,Interferon Signaling,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,1
Interferon_signaling,GraphRAG-Gene,5,Regulation of IFNA/IFNB signaling,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,0
Interferon_signaling,GraphRAG-Gene,6,SARS-CoV Infections,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,0
Interferon_signaling,GraphRAG-Gene,7,SARS-CoV-2 activates/modulates innate and adaptive immune responses,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,0
Interferon_signaling,GraphRAG-Gene,8,SARS-CoV-2 Infection,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,0
Interferon_signaling,GraphRAG-Gene,9,SARS-CoV-2-host interactions,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,0
Interferon_signaling,GraphRAG-Gene,10,Viral Infection Pathways,IFNA1;IFNB1;STAT1,31.75,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,1,Cytokine Signaling in Immune system,JAK1;JAK2;STAT3,3.0,1.0,synonym,1
JAK_STAT_signaling,Gene-only retrieval,2,Immune System,JAK1;JAK2;STAT3,3.0,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,3,Antiviral mechanism by IFN-stimulated genes,JAK1;STAT3,2.0,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,4,Disease,JAK1;JAK2,2.0,0.85,synonym,0
JAK_STAT_signaling,Gene-only retrieval,5,Apoptosis,STAT3,1.0,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,6,Association of TriC/CCT with target proteins during biosynthesis,STAT3,1.0,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,7,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,STAT3,1.0,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,8,Cell Cycle,JAK2,1.0,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,9,"Cell Cycle, Mitotic",JAK2,1.0,1.0,synonym,0
JAK_STAT_signaling,Gene-only retrieval,10,Cellular response to chemical stress,STAT3,1.0,0.85,synonym,0
JAK_STAT_signaling,Pathway-only retrieval,1,Cytokine Signaling in Immune system,JAK1;JAK2;STAT3,3.0,1.0,synonym,1
JAK_STAT_signaling,Pathway-only retrieval,2,Disease,JAK1;JAK2;STAT3,3.0,0.85,synonym,0
JAK_STAT_signaling,Pathway-only retrieval,3,Immune System,JAK1;JAK2;STAT3,3.0,1.0,synonym,0
JAK_STAT_signaling,Pathway-only retrieval,4,Inactivation of CSF3 (G-CSF) signaling,JAK1;JAK2;STAT3,3.0,1.0,synonym,0
JAK_STAT_signaling,Pathway-only retrieval,5,Interferon Signaling,JAK1;JAK2;STAT3,3.0,1.0,synonym,0
JAK_STAT_signaling,Pathway-only retrieval,6,Interleukin-12 family signaling,JAK1;JAK2;STAT3,3.0,1.0,synonym,1
JAK_STAT_signaling,Pathway-only retrieval,7,Interleukin-2 family signaling,JAK1;JAK2;STAT3,3.0,1.0,synonym,1
JAK_STAT_signaling,Pathway-only retrieval,8,Interleukin-20 family signaling,JAK1;JAK2;STAT3,3.0,1.0,synonym,1
JAK_STAT_signaling,Pathway-only retrieval,9,Interleukin-27 signaling,JAK1;JAK2;STAT3,3.0,1.0,synonym,1
JAK_STAT_signaling,Pathway-only retrieval,10,Interleukin-35 Signalling,JAK1;JAK2;STAT3,3.0,1.0,synonym,1
JAK_STAT_signaling,GraphRAG-Gene,1,Cytokine Signaling in Immune system,JAK1;JAK2;STAT3,31.75,1.0,synonym,1
JAK_STAT_signaling,GraphRAG-Gene,2,Immune System,JAK1;JAK2;STAT3,31.75,1.0,synonym,0
JAK_STAT_signaling,GraphRAG-Gene,3,Inactivation of CSF3 (G-CSF) signaling,JAK1;JAK2;STAT3,31.75,1.0,synonym,0
JAK_STAT_signaling,GraphRAG-Gene,4,Interferon Signaling,JAK1;JAK2;STAT3,31.75,1.0,synonym,0
JAK_STAT_signaling,GraphRAG-Gene,5,Interleukin-12 family signaling,JAK1;JAK2;STAT3,31.75,1.0,synonym,1
JAK_STAT_signaling,GraphRAG-Gene,6,Interleukin-2 family signaling,JAK1;JAK2;STAT3,31.75,1.0,synonym,1
JAK_STAT_signaling,GraphRAG-Gene,7,Interleukin-20 family signaling,JAK1;JAK2;STAT3,31.75,1.0,synonym,1
JAK_STAT_signaling,GraphRAG-Gene,8,Interleukin-27 signaling,JAK1;JAK2;STAT3,31.75,1.0,synonym,1
JAK_STAT_signaling,GraphRAG-Gene,9,Interleukin-35 Signalling,JAK1;JAK2;STAT3,31.75,1.0,synonym,1
JAK_STAT_signaling,GraphRAG-Gene,10,Interleukin-4 and Interleukin-13 signaling,JAK1;JAK2;STAT3,31.75,1.0,synonym,1
NFkB_signaling,Gene-only retrieval,1,Activation of NF-kappaB in B cells,IKBKB;NFKB1;RELA,3.0,1.0,synonym,1
NFkB_signaling,Gene-only retrieval,2,Adaptive Immune System,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Gene-only retrieval,3,C-type lectin receptors (CLRs),IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Gene-only retrieval,4,CLEC7A (Dectin-1) signaling,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Gene-only retrieval,5,Immune System,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Gene-only retrieval,6,Adipogenesis,NFKB1;RELA,2.0,1.0,synonym,0
NFkB_signaling,Gene-only retrieval,7,CD209 (DC-SIGN) signaling,NFKB1;RELA,2.0,0.9,synonym,0
NFkB_signaling,Gene-only retrieval,8,Cell recruitment (pro-inflammatory response),NFKB1;RELA,2.0,1.0,synonym,0
NFkB_signaling,Gene-only retrieval,9,Cellular response to chemical stress,NFKB1;RELA,2.0,0.85,synonym,0
NFkB_signaling,Gene-only retrieval,10,Cellular Senescence,NFKB1;RELA,2.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,1,Activation of NF-kappaB in B cells,IKBKB;NFKB1;RELA,3.0,1.0,synonym,1
NFkB_signaling,Pathway-only retrieval,2,Adaptive Immune System,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,3,C-type lectin receptors (CLRs),IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,4,CLEC7A (Dectin-1) signaling,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,5,Cytokine Signaling in Immune system,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,6,Cytosolic sensors of pathogen-associated DNA,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,7,DDX58/IFIH1-mediated induction of interferon-alpha/beta,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,8,Death Receptor Signaling,IKBKB;NFKB1;RELA,3.0,1.0,synonym,0
NFkB_signaling,Pathway-only retrieval,9,Disease,IKBKB;NFKB1;RELA,3.0,0.85,synonym,0
NFkB_signaling,Pathway-only retrieval,10,Diseases associated with the TLR signaling cascade,IKBKB;NFKB1;RELA,3.0,0.7,synonym,0
NFkB_signaling,GraphRAG-Gene,1,Activation of NF-kappaB in B cells,IKBKB;NFKB1;RELA,31.75,1.0,synonym,1
NFkB_signaling,GraphRAG-Gene,2,Adaptive Immune System,IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,3,C-type lectin receptors (CLRs),IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,4,CLEC7A (Dectin-1) signaling,IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,5,Cytokine Signaling in Immune system,IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,6,Cytosolic sensors of pathogen-associated DNA,IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,7,DDX58/IFIH1-mediated induction of interferon-alpha/beta,IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,8,Death Receptor Signaling,IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,9,Downstream signaling events of B Cell Receptor (BCR),IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
NFkB_signaling,GraphRAG-Gene,10,Downstream TCR signaling,IKBKB;NFKB1;RELA,31.75,1.0,synonym,0
Toll_like_receptor_signaling,Gene-only retrieval,1,Disease,IRAK4;MYD88;TLR4,3.0,0.85,synonym,0
Toll_like_receptor_signaling,Gene-only retrieval,2,Immune System,IRAK4;MYD88;TLR4,3.0,1.0,synonym,0
Toll_like_receptor_signaling,Gene-only retrieval,3,Adaptive Immune System,MYD88;TLR4,2.0,1.0,synonym,0
Toll_like_receptor_signaling,Gene-only retrieval,4,Antigen processing-Cross presentation,MYD88;TLR4,2.0,1.0,synonym,0
