case_id,method,rank,pathway,matched_genes,score,specificity,direct_relation_bonus,match_mode,is_expected_hit
MAPK_signaling,GraphRAG-Gene full,1,MAP2K and MAPK activation,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,2,MAPK family signaling cascades,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,3,MAPK1/MAPK3 signaling,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,4,Negative regulation of MAPK pathway,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,5,Oncogenic MAPK signaling,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,6,Paradoxical activation of RAF signaling by kinase inactive BRAF,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,7,RAF/MAP kinase cascade,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,8,Signaling by BRAF and RAF1 fusions,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,1
MAPK_signaling,GraphRAG-Gene full,9,Signaling by FGFR,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,0
MAPK_signaling,GraphRAG-Gene full,10,Signaling by FGFR1,BRAF;KRAS;MAPK1,31.75,1.0,0.75,synonym,0
MAPK_signaling,No direct-relation bonus,1,MAP2K and MAPK activation,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,2,MAPK family signaling cascades,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,3,MAPK1/MAPK3 signaling,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,4,Negative regulation of MAPK pathway,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,5,Oncogenic MAPK signaling,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,6,Paradoxical activation of RAF signaling by kinase inactive BRAF,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,7,RAF/MAP kinase cascade,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,8,Signaling by BRAF and RAF1 fusions,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,1
MAPK_signaling,No direct-relation bonus,9,Signaling by FGFR,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,0
MAPK_signaling,No direct-relation bonus,10,Signaling by FGFR1,BRAF;KRAS;MAPK1,31.0,1.0,0.0,synonym,0
MAPK_signaling,No specificity weighting,1,Disease,BRAF;KRAS;MAPK1,30.75,0.85,0.75,synonym,0
MAPK_signaling,No specificity weighting,2,Diseases of signal transduction by growth factor receptors and second messengers,BRAF;KRAS;MAPK1,30.75,0.55,0.75,synonym,0
MAPK_signaling,No specificity weighting,3,MAP2K and MAPK activation,BRAF;KRAS;MAPK1,30.75,1.0,0.75,synonym,1
MAPK_signaling,No specificity weighting,4,MAPK family signaling cascades,BRAF;KRAS;MAPK1,30.75,1.0,0.75,synonym,1
MAPK_signaling,No specificity weighting,5,MAPK1/MAPK3 signaling,BRAF;KRAS;MAPK1,30.75,1.0,0.75,synonym,1
MAPK_signaling,No specificity weighting,6,Negative regulation of MAPK pathway,BRAF;KRAS;MAPK1,30.75,1.0,0.75,synonym,1
MAPK_signaling,No specificity weighting,7,Oncogenic MAPK signaling,BRAF;KRAS;MAPK1,30.75,1.0,0.75,synonym,1
MAPK_signaling,No specificity weighting,8,Paradoxical activation of RAF signaling by kinase inactive BRAF,BRAF;KRAS;MAPK1,30.75,1.0,0.75,synonym,1
MAPK_signaling,No specificity weighting,9,RAF/MAP kinase cascade,BRAF;KRAS;MAPK1,30.75,1.0,0.75,synonym,1
MAPK_signaling,No specificity weighting,10,Signal Transduction,BRAF;KRAS;MAPK1,30.75,0.85,0.75,synonym,0
MAPK_signaling,Overlap count only,1,Disease,BRAF;KRAS;MAPK1,3.0,0.85,0.0,synonym,0
MAPK_signaling,Overlap count only,2,Diseases of signal transduction by growth factor receptors and second messengers,BRAF;KRAS;MAPK1,3.0,0.55,0.0,synonym,0
MAPK_signaling,Overlap count only,3,MAP2K and MAPK activation,BRAF;KRAS;MAPK1,3.0,1.0,0.0,synonym,1
MAPK_signaling,Overlap count only,4,MAPK family signaling cascades,BRAF;KRAS;MAPK1,3.0,1.0,0.0,synonym,1
MAPK_signaling,Overlap count only,5,MAPK1/MAPK3 signaling,BRAF;KRAS;MAPK1,3.0,1.0,0.0,synonym,1
MAPK_signaling,Overlap count only,6,Negative regulation of MAPK pathway,BRAF;KRAS;MAPK1,3.0,1.0,0.0,synonym,1
MAPK_signaling,Overlap count only,7,Oncogenic MAPK signaling,BRAF;KRAS;MAPK1,3.0,1.0,0.0,synonym,1
MAPK_signaling,Overlap count only,8,Paradoxical activation of RAF signaling by kinase inactive BRAF,BRAF;KRAS;MAPK1,3.0,1.0,0.0,synonym,1
MAPK_signaling,Overlap count only,9,RAF/MAP kinase cascade,BRAF;KRAS;MAPK1,3.0,1.0,0.0,synonym,1
MAPK_signaling,Overlap count only,10,Signal Transduction,BRAF;KRAS;MAPK1,3.0,0.85,0.0,synonym,0
PI3K_AKT,GraphRAG-Gene full,1,Adaptive Immune System,AKT1;PIK3CA;PTEN,31.75,1.0,0.75,synonym,0
PI3K_AKT,GraphRAG-Gene full,2,Immune System,AKT1;PIK3CA;PTEN,31.75,1.0,0.75,synonym,0
PI3K_AKT,GraphRAG-Gene full,3,Intracellular signaling by second messengers,AKT1;PIK3CA;PTEN,31.75,1.0,0.75,synonym,0
PI3K_AKT,GraphRAG-Gene full,4,Negative regulation of the PI3K/AKT network,AKT1;PIK3CA;PTEN,31.75,1.0,0.75,synonym,1
PI3K_AKT,GraphRAG-Gene full,5,PI3K/AKT Signaling in Cancer,AKT1;PIK3CA;PTEN,31.75,1.0,0.75,synonym,1
PI3K_AKT,GraphRAG-Gene full,6,PIP3 activates AKT signaling,AKT1;PIK3CA;PTEN,31.75,1.0,0.75,synonym,1
PI3K_AKT,GraphRAG-Gene full,7,Disease,AKT1;PIK3CA;PTEN,31.6,0.85,0.75,synonym,0
PI3K_AKT,GraphRAG-Gene full,8,Metabolism,AKT1;PIK3CA;PTEN,31.6,0.85,0.75,synonym,0
PI3K_AKT,GraphRAG-Gene full,9,Signal Transduction,AKT1;PIK3CA;PTEN,31.6,0.85,0.75,synonym,0
PI3K_AKT,GraphRAG-Gene full,10,Diseases of signal transduction by growth factor receptors and second messengers,AKT1;PIK3CA;PTEN,31.3,0.55,0.75,synonym,0
PI3K_AKT,No direct-relation bonus,1,Adaptive Immune System,AKT1;PIK3CA;PTEN,31.0,1.0,0.0,synonym,0
PI3K_AKT,No direct-relation bonus,2,Immune System,AKT1;PIK3CA;PTEN,31.0,1.0,0.0,synonym,0
PI3K_AKT,No direct-relation bonus,3,Intracellular signaling by second messengers,AKT1;PIK3CA;PTEN,31.0,1.0,0.0,synonym,0
PI3K_AKT,No direct-relation bonus,4,Negative regulation of the PI3K/AKT network,AKT1;PIK3CA;PTEN,31.0,1.0,0.0,synonym,1
PI3K_AKT,No direct-relation bonus,5,PI3K/AKT Signaling in Cancer,AKT1;PIK3CA;PTEN,31.0,1.0,0.0,synonym,1
PI3K_AKT,No direct-relation bonus,6,PIP3 activates AKT signaling,AKT1;PIK3CA;PTEN,31.0,1.0,0.0,synonym,1
PI3K_AKT,No direct-relation bonus,7,Disease,AKT1;PIK3CA;PTEN,30.85,0.85,0.0,synonym,0
PI3K_AKT,No direct-relation bonus,8,Metabolism,AKT1;PIK3CA;PTEN,30.85,0.85,0.0,synonym,0
PI3K_AKT,No direct-relation bonus,9,Signal Transduction,AKT1;PIK3CA;PTEN,30.85,0.85,0.0,synonym,0
PI3K_AKT,No direct-relation bonus,10,Diseases of signal transduction by growth factor receptors and second messengers,AKT1;PIK3CA;PTEN,30.55,0.55,0.0,synonym,0
PI3K_AKT,No specificity weighting,1,Adaptive Immune System,AKT1;PIK3CA;PTEN,30.75,1.0,0.75,synonym,0
PI3K_AKT,No specificity weighting,2,Disease,AKT1;PIK3CA;PTEN,30.75,0.85,0.75,synonym,0
PI3K_AKT,No specificity weighting,3,Diseases of signal transduction by growth factor receptors and second messengers,AKT1;PIK3CA;PTEN,30.75,0.55,0.75,synonym,0
PI3K_AKT,No specificity weighting,4,Immune System,AKT1;PIK3CA;PTEN,30.75,1.0,0.75,synonym,0
PI3K_AKT,No specificity weighting,5,Intracellular signaling by second messengers,AKT1;PIK3CA;PTEN,30.75,1.0,0.75,synonym,0
PI3K_AKT,No specificity weighting,6,Metabolism,AKT1;PIK3CA;PTEN,30.75,0.85,0.75,synonym,0
PI3K_AKT,No specificity weighting,7,Negative regulation of the PI3K/AKT network,AKT1;PIK3CA;PTEN,30.75,1.0,0.75,synonym,1
PI3K_AKT,No specificity weighting,8,PI3K/AKT Signaling in Cancer,AKT1;PIK3CA;PTEN,30.75,1.0,0.75,synonym,1
PI3K_AKT,No specificity weighting,9,PIP3 activates AKT signaling,AKT1;PIK3CA;PTEN,30.75,1.0,0.75,synonym,1
PI3K_AKT,No specificity weighting,10,Signal Transduction,AKT1;PIK3CA;PTEN,30.75,0.85,0.75,synonym,0
PI3K_AKT,Overlap count only,1,Adaptive Immune System,AKT1;PIK3CA;PTEN,3.0,1.0,0.0,synonym,0
PI3K_AKT,Overlap count only,2,Disease,AKT1;PIK3CA;PTEN,3.0,0.85,0.0,synonym,0
PI3K_AKT,Overlap count only,3,Diseases of signal transduction by growth factor receptors and second messengers,AKT1;PIK3CA;PTEN,3.0,0.55,0.0,synonym,0
PI3K_AKT,Overlap count only,4,Immune System,AKT1;PIK3CA;PTEN,3.0,1.0,0.0,synonym,0
PI3K_AKT,Overlap count only,5,Intracellular signaling by second messengers,AKT1;PIK3CA;PTEN,3.0,1.0,0.0,synonym,0
PI3K_AKT,Overlap count only,6,Metabolism,AKT1;PIK3CA;PTEN,3.0,0.85,0.0,synonym,0
PI3K_AKT,Overlap count only,7,Negative regulation of the PI3K/AKT network,AKT1;PIK3CA;PTEN,3.0,1.0,0.0,synonym,1
PI3K_AKT,Overlap count only,8,PI3K/AKT Signaling in Cancer,AKT1;PIK3CA;PTEN,3.0,1.0,0.0,synonym,1
PI3K_AKT,Overlap count only,9,PIP3 activates AKT signaling,AKT1;PIK3CA;PTEN,3.0,1.0,0.0,synonym,1
PI3K_AKT,Overlap count only,10,Signal Transduction,AKT1;PIK3CA;PTEN,3.0,0.85,0.0,synonym,0
TGF_beta,GraphRAG-Gene full,1,Deubiquitination,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,0
TGF_beta,GraphRAG-Gene full,2,Downregulation of TGF-beta receptor signaling,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,GraphRAG-Gene full,3,Loss of Function of SMAD2/3 in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,GraphRAG-Gene full,4,Loss of Function of TGFBR1 in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,GraphRAG-Gene full,5,Post-translational protein modification,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,0
TGF_beta,GraphRAG-Gene full,6,Signaling by TGF-beta Receptor Complex,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,GraphRAG-Gene full,7,Signaling by TGF-beta Receptor Complex in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,GraphRAG-Gene full,8,Signaling by TGFB family members,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,GraphRAG-Gene full,9,SMAD2/3 Phosphorylation Motif Mutants in Cancer,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,GraphRAG-Gene full,10,TGF-beta receptor signaling activates SMADs,SMAD2;SMAD3;TGFB1,31.75,1.0,0.75,synonym,1
TGF_beta,No direct-relation bonus,1,Deubiquitination,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,0
TGF_beta,No direct-relation bonus,2,Downregulation of TGF-beta receptor signaling,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No direct-relation bonus,3,Loss of Function of SMAD2/3 in Cancer,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No direct-relation bonus,4,Loss of Function of TGFBR1 in Cancer,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No direct-relation bonus,5,Post-translational protein modification,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,0
TGF_beta,No direct-relation bonus,6,Signaling by TGF-beta Receptor Complex,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No direct-relation bonus,7,Signaling by TGF-beta Receptor Complex in Cancer,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No direct-relation bonus,8,Signaling by TGFB family members,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No direct-relation bonus,9,SMAD2/3 Phosphorylation Motif Mutants in Cancer,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No direct-relation bonus,10,TGF-beta receptor signaling activates SMADs,SMAD2;SMAD3;TGFB1,31.0,1.0,0.0,synonym,1
TGF_beta,No specificity weighting,1,Deubiquitination,SMAD2;SMAD3;TGFB1,30.75,1.0,0.75,synonym,0
TGF_beta,No specificity weighting,2,Developmental Biology,SMAD2;SMAD3;TGFB1,30.75,0.85,0.75,synonym,0
TGF_beta,No specificity weighting,3,Disease,SMAD2;SMAD3;TGFB1,30.75,0.85,0.75,synonym,0
TGF_beta,No specificity weighting,4,Diseases of signal transduction by growth factor receptors and second messengers,SMAD2;SMAD3;TGFB1,30.75,0.55,0.75,synonym,0
TGF_beta,No specificity weighting,5,Downregulation of TGF-beta receptor signaling,SMAD2;SMAD3;TGFB1,30.75,1.0,0.75,synonym,1
TGF_beta,No specificity weighting,6,Gene expression (Transcription),SMAD2;SMAD3;TGFB1,30.75,0.7,0.75,synonym,0
TGF_beta,No specificity weighting,7,Generic Transcription Pathway,SMAD2;SMAD3;TGFB1,30.75,0.85,0.75,synonym,0
TGF_beta,No specificity weighting,8,Loss of Function of SMAD2/3 in Cancer,SMAD2;SMAD3;TGFB1,30.75,1.0,0.75,synonym,1
TGF_beta,No specificity weighting,9,Loss of Function of TGFBR1 in Cancer,SMAD2;SMAD3;TGFB1,30.75,1.0,0.75,synonym,1
TGF_beta,No specificity weighting,10,Metabolism of proteins,SMAD2;SMAD3;TGFB1,30.75,0.85,0.75,synonym,0
TGF_beta,Overlap count only,1,Deubiquitination,SMAD2;SMAD3;TGFB1,3.0,1.0,0.0,synonym,0
TGF_beta,Overlap count only,2,Developmental Biology,SMAD2;SMAD3;TGFB1,3.0,0.85,0.0,synonym,0
TGF_beta,Overlap count only,3,Disease,SMAD2;SMAD3;TGFB1,3.0,0.85,0.0,synonym,0
TGF_beta,Overlap count only,4,Diseases of signal transduction by growth factor receptors and second messengers,SMAD2;SMAD3;TGFB1,3.0,0.55,0.0,synonym,0
TGF_beta,Overlap count only,5,Downregulation of TGF-beta receptor signaling,SMAD2;SMAD3;TGFB1,3.0,1.0,0.0,synonym,1
TGF_beta,Overlap count only,6,Gene expression (Transcription),SMAD2;SMAD3;TGFB1,3.0,0.7,0.0,synonym,0
TGF_beta,Overlap count only,7,Generic Transcription Pathway,SMAD2;SMAD3;TGFB1,3.0,0.85,0.0,synonym,0
TGF_beta,Overlap count only,8,Loss of Function of SMAD2/3 in Cancer,SMAD2;SMAD3;TGFB1,3.0,1.0,0.0,synonym,1
TGF_beta,Overlap count only,9,Loss of Function of TGFBR1 in Cancer,SMAD2;SMAD3;TGFB1,3.0,1.0,0.0,synonym,1
TGF_beta,Overlap count only,10,Metabolism of proteins,SMAD2;SMAD3;TGFB1,3.0,0.85,0.0,synonym,0
NOTCH_signaling,GraphRAG-Gene full,1,Activated NOTCH1 Transmits Signal to the Nucleus,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,2,Constitutive Signaling by NOTCH1 HD Domain Mutants,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,4,Constitutive Signaling by NOTCH1 PEST Domain Mutants,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,5,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,6,Signaling by NOTCH,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,7,Signaling by NOTCH1,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,8,Signaling by NOTCH1 HD Domain Mutants in Cancer,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,9,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,GraphRAG-Gene full,10,Signaling by NOTCH1 in Cancer,DLL4;JAG1;NOTCH1,31.5,1.0,0.5,synonym,1
NOTCH_signaling,No direct-relation bonus,1,Activated NOTCH1 Transmits Signal to the Nucleus,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,2,Constitutive Signaling by NOTCH1 HD Domain Mutants,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,4,Constitutive Signaling by NOTCH1 PEST Domain Mutants,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,5,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,6,Signaling by NOTCH,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,7,Signaling by NOTCH1,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,8,Signaling by NOTCH1 HD Domain Mutants in Cancer,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,9,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No direct-relation bonus,10,Signaling by NOTCH1 in Cancer,DLL4;JAG1;NOTCH1,31.0,1.0,0.0,synonym,1
NOTCH_signaling,No specificity weighting,1,Activated NOTCH1 Transmits Signal to the Nucleus,DLL4;JAG1;NOTCH1,30.5,1.0,0.5,synonym,1
NOTCH_signaling,No specificity weighting,2,Constitutive Signaling by NOTCH1 HD Domain Mutants,DLL4;JAG1;NOTCH1,30.5,1.0,0.5,synonym,1
NOTCH_signaling,No specificity weighting,3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,DLL4;JAG1;NOTCH1,30.5,1.0,0.5,synonym,1
NOTCH_signaling,No specificity weighting,4,Constitutive Signaling by NOTCH1 PEST Domain Mutants,DLL4;JAG1;NOTCH1,30.5,1.0,0.5,synonym,1
NOTCH_signaling,No specificity weighting,5,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,30.5,1.0,0.5,synonym,1
NOTCH_signaling,No specificity weighting,6,Disease,DLL4;JAG1;NOTCH1,30.5,0.85,0.5,synonym,0
NOTCH_signaling,No specificity weighting,7,Diseases of signal transduction by growth factor receptors and second messengers,DLL4;JAG1;NOTCH1,30.5,0.55,0.5,synonym,0
NOTCH_signaling,No specificity weighting,8,Signal Transduction,DLL4;JAG1;NOTCH1,30.5,0.85,0.5,synonym,0
NOTCH_signaling,No specificity weighting,9,Signaling by NOTCH,DLL4;JAG1;NOTCH1,30.5,1.0,0.5,synonym,1
NOTCH_signaling,No specificity weighting,10,Signaling by NOTCH1,DLL4;JAG1;NOTCH1,30.5,1.0,0.5,synonym,1
NOTCH_signaling,Overlap count only,1,Activated NOTCH1 Transmits Signal to the Nucleus,DLL4;JAG1;NOTCH1,3.0,1.0,0.0,synonym,1
NOTCH_signaling,Overlap count only,2,Constitutive Signaling by NOTCH1 HD Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,0.0,synonym,1
NOTCH_signaling,Overlap count only,3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,0.0,synonym,1
NOTCH_signaling,Overlap count only,4,Constitutive Signaling by NOTCH1 PEST Domain Mutants,DLL4;JAG1;NOTCH1,3.0,1.0,0.0,synonym,1
NOTCH_signaling,Overlap count only,5,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,DLL4;JAG1;NOTCH1,3.0,1.0,0.0,synonym,1
NOTCH_signaling,Overlap count only,6,Disease,DLL4;JAG1;NOTCH1,3.0,0.85,0.0,synonym,0
NOTCH_signaling,Overlap count only,7,Diseases of signal transduction by growth factor receptors and second messengers,DLL4;JAG1;NOTCH1,3.0,0.55,0.0,synonym,0
NOTCH_signaling,Overlap count only,8,Signal Transduction,DLL4;JAG1;NOTCH1,3.0,0.85,0.0,synonym,0
NOTCH_signaling,Overlap count only,9,Signaling by NOTCH,DLL4;JAG1;NOTCH1,3.0,1.0,0.0,synonym,1
NOTCH_signaling,Overlap count only,10,Signaling by NOTCH1,DLL4;JAG1;NOTCH1,3.0,1.0,0.0,synonym,1
TP53_pathway,GraphRAG-Gene full,1,Cell Cycle,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,0
TP53_pathway,GraphRAG-Gene full,2,Cell Cycle Checkpoints,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,1
TP53_pathway,GraphRAG-Gene full,3,Cellular Senescence,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,0
TP53_pathway,GraphRAG-Gene full,4,G1/S DNA Damage Checkpoints,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,1
TP53_pathway,GraphRAG-Gene full,5,Intracellular signaling by second messengers,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,0
TP53_pathway,GraphRAG-Gene full,6,p53-Dependent G1 DNA Damage Response,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,1
TP53_pathway,GraphRAG-Gene full,7,p53-Dependent G1/S DNA damage checkpoint,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,1
TP53_pathway,GraphRAG-Gene full,8,PIP3 activates AKT signaling,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,0
TP53_pathway,GraphRAG-Gene full,9,Post-translational protein modification,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,0
TP53_pathway,GraphRAG-Gene full,10,Signaling by ALK fusions and activated point mutants,CDKN1A;MDM2;TP53,31.75,1.0,0.75,synonym,0
TP53_pathway,No direct-relation bonus,1,Cell Cycle,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,0
TP53_pathway,No direct-relation bonus,2,Cell Cycle Checkpoints,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,1
TP53_pathway,No direct-relation bonus,3,Cellular Senescence,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,0
TP53_pathway,No direct-relation bonus,4,G1/S DNA Damage Checkpoints,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,1
TP53_pathway,No direct-relation bonus,5,Intracellular signaling by second messengers,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,0
TP53_pathway,No direct-relation bonus,6,p53-Dependent G1 DNA Damage Response,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,1
TP53_pathway,No direct-relation bonus,7,p53-Dependent G1/S DNA damage checkpoint,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,1
TP53_pathway,No direct-relation bonus,8,PIP3 activates AKT signaling,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,0
TP53_pathway,No direct-relation bonus,9,Post-translational protein modification,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,0
TP53_pathway,No direct-relation bonus,10,Signaling by ALK fusions and activated point mutants,CDKN1A;MDM2;TP53,31.0,1.0,0.0,synonym,0
TP53_pathway,No specificity weighting,1,Cell Cycle,CDKN1A;MDM2;TP53,30.75,1.0,0.75,synonym,0
TP53_pathway,No specificity weighting,2,Cell Cycle Checkpoints,CDKN1A;MDM2;TP53,30.75,1.0,0.75,synonym,1
TP53_pathway,No specificity weighting,3,Cellular responses to stimuli,CDKN1A;MDM2;TP53,30.75,0.7,0.75,synonym,0
TP53_pathway,No specificity weighting,4,Cellular responses to stress,CDKN1A;MDM2;TP53,30.75,0.7,0.75,synonym,0
TP53_pathway,No specificity weighting,5,Cellular Senescence,CDKN1A;MDM2;TP53,30.75,1.0,0.75,synonym,0
TP53_pathway,No specificity weighting,6,Disease,CDKN1A;MDM2;TP53,30.75,0.85,0.75,synonym,0
TP53_pathway,No specificity weighting,7,Diseases of signal transduction by growth factor receptors and second messengers,CDKN1A;MDM2;TP53,30.75,0.55,0.75,synonym,0
TP53_pathway,No specificity weighting,8,G1/S DNA Damage Checkpoints,CDKN1A;MDM2;TP53,30.75,1.0,0.75,synonym,1
TP53_pathway,No specificity weighting,9,Gene expression (Transcription),CDKN1A;MDM2;TP53,30.75,0.7,0.75,synonym,0
TP53_pathway,No specificity weighting,10,Generic Transcription Pathway,CDKN1A;MDM2;TP53,30.75,0.85,0.75,synonym,0
TP53_pathway,Overlap count only,1,Cell Cycle,CDKN1A;MDM2;TP53,3.0,1.0,0.0,synonym,0
TP53_pathway,Overlap count only,2,Cell Cycle Checkpoints,CDKN1A;MDM2;TP53,3.0,1.0,0.0,synonym,1
TP53_pathway,Overlap count only,3,Cellular responses to stimuli,CDKN1A;MDM2;TP53,3.0,0.7,0.0,synonym,0
TP53_pathway,Overlap count only,4,Cellular responses to stress,CDKN1A;MDM2;TP53,3.0,0.7,0.0,synonym,0
TP53_pathway,Overlap count only,5,Cellular Senescence,CDKN1A;MDM2;TP53,3.0,1.0,0.0,synonym,0
TP53_pathway,Overlap count only,6,Disease,CDKN1A;MDM2;TP53,3.0,0.85,0.0,synonym,0
TP53_pathway,Overlap count only,7,Diseases of signal transduction by growth factor receptors and second messengers,CDKN1A;MDM2;TP53,3.0,0.55,0.0,synonym,0
